Feature,Importance,Unnamed: 0,node,source,fa_score,la_score,abs_fa_score,abs_la_score,feature_name
"family_tuple_Count_('GBIF:2387', 'Hydrophyllaceae')",0.0001754214546661194,948,"('GBIF:2387', 'Hydrophyllaceae')",family,-0.142857143,-0.428571429,0.1428571428571428,0.4285714285714285,"family_tuple_Count_('GBIF:2387', 'Hydrophyllaceae')"
"family_tuple_Count_('GBIF:7499599', 'Plagiotropidaceae')",0.0001750455077782276,1371,"('GBIF:7499599', 'Plagiotropidaceae')",family,1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:7499599', 'Plagiotropidaceae')"
"genus_tuple_Count_('GBIF:2259455', 'Pocillopora')",0.0001744711899199699,1599,"('GBIF:2259455', 'Pocillopora')",genus,0.090909091,0.090909091,0.090909091,0.090909091,"genus_tuple_Count_('GBIF:2259455', 'Pocillopora')"
"family_tuple_Count_('GBIF:3455', 'Lucinidae')",0.0001744229853336275,1309,"('GBIF:3455', 'Lucinidae')",family,-1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:3455', 'Lucinidae')"
"phylum_tuple_Count_('GBIF:50', 'Echinodermata')",0.0001742528072856064,16,"('GBIF:50', 'Echinodermata')",phylum,0.5454545454545454,-0.636363636,0.5454545454545454,0.6363636363636364,"phylum_tuple_Count_('GBIF:50', 'Echinodermata')"
"genus_tuple_Count_('GBIF:2926678', 'Lamium')",0.0001741619267973737,2030,"('GBIF:2926678', 'Lamium')",genus,0.6666666666666666,-0.666666667,0.6666666666666666,0.6666666666666666,"genus_tuple_Count_('GBIF:2926678', 'Lamium')"
"phylum_tuple_Count_('GBIF:10813635', 'Actinobacteriota')",0.0001739208090198028,40,"('GBIF:10813635', 'Actinobacteriota')",phylum,-0.5,-1.0,0.5,1.0,"phylum_tuple_Count_('GBIF:10813635', 'Actinobacteriota')"
"genus_tuple_Count_('GBIF:1765207', 'Spodoptera')",0.0001728069039192958,1765,"('GBIF:1765207', 'Spodoptera')",genus,0.1428571428571428,-0.428571429,0.1428571428571428,0.4285714285714285,"genus_tuple_Count_('GBIF:1765207', 'Spodoptera')"
"genus_tuple_Count_('GBIF:3181696', 'Leptospermum')",0.0001725167600420356,2423,"('GBIF:3181696', 'Leptospermum')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:3181696', 'Leptospermum')"
"order_tuple_Count_('GBIF:5964707', 'Camarodonta')",0.000172294447249208,256,"('GBIF:5964707', 'Camarodonta')",order,0.375,-0.5,0.375,0.5,"order_tuple_Count_('GBIF:5964707', 'Camarodonta')"
"genus_tuple_Count_('GBIF:7857068', 'Ammotium')",0.0001718950917709177,3803,"('GBIF:7857068', 'Ammotium')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:7857068', 'Ammotium')"
"genus_tuple_Count_('GBIF:2984391', 'Urtica')",0.0001716301217653022,2506,"('GBIF:2984391', 'Urtica')",genus,0.6,-0.6,0.6,0.6,"genus_tuple_Count_('GBIF:2984391', 'Urtica')"
"family_tuple_Count_('GBIF:4499', 'Pomacentridae')",0.0001712855514100508,715,"('GBIF:4499', 'Pomacentridae')",family,0.076923077,-0.692307692,0.076923077,0.6923076923076923,"family_tuple_Count_('GBIF:4499', 'Pomacentridae')"
"genus_tuple_Count_('GBIF:2704504', 'Arrhenatherum')",0.0001709986263991862,2500,"('GBIF:2704504', 'Arrhenatherum')",genus,0.3333333333333333,0.0,0.3333333333333333,0.0,"genus_tuple_Count_('GBIF:2704504', 'Arrhenatherum')"
"family_tuple_Count_('GBIF:2856', 'Trochidae')",0.0001709925568354267,1312,"('GBIF:2856', 'Trochidae')",family,-1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:2856', 'Trochidae')"
"genus_tuple_Count_('GBIF:9391215', 'Lampropeltis')",0.0001707961658153207,2769,"('GBIF:9391215', 'Lampropeltis')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:9391215', 'Lampropeltis')"
"genus_tuple_Count_('GBIF:3728101', 'Phelipanche')",0.0001704749758165848,1545,"('GBIF:3728101', 'Phelipanche')",genus,0.75,0.0,0.75,0.0,"genus_tuple_Count_('GBIF:3728101', 'Phelipanche')"
"family_tuple_Count_('GBIF:9541', 'Leptospiraceae')",0.0001701158528474964,944,"('GBIF:9541', 'Leptospiraceae')",family,-1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:9541', 'Leptospiraceae')"
"genus_tuple_Count_('GBIF:5277608', 'Polysiphonia')",0.0001699780061730304,2335,"('GBIF:5277608', 'Polysiphonia')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:5277608', 'Polysiphonia')"
"genus_tuple_Count_('GBIF:2409390', 'Lepidorhombus')",0.0001694028012995844,1948,"('GBIF:2409390', 'Lepidorhombus')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2409390', 'Lepidorhombus')"
"family_tuple_Count_('GBIF:4899', 'Enterobacteriaceae')",0.0001687342444275575,633,"('GBIF:4899', 'Enterobacteriaceae')",family,0.25,-0.75,0.25,0.75,"family_tuple_Count_('GBIF:4899', 'Enterobacteriaceae')"
"family_tuple_Count_('GBIF:5925', 'Gryllidae')",0.0001686655976812187,387,"('GBIF:5925', 'Gryllidae')",family,-0.6,-0.4,0.6,0.4,"family_tuple_Count_('GBIF:5925', 'Gryllidae')"
"genus_tuple_Count_('GBIF:2970763', 'Prosopis')",0.0001675853984125374,3592,"('GBIF:2970763', 'Prosopis')",genus,-1.0,0.5,1.0,0.5,"genus_tuple_Count_('GBIF:2970763', 'Prosopis')"
"order_tuple_Count_('GBIF:544', 'Anostraca')",0.0001674916938570756,265,"('GBIF:544', 'Anostraca')",order,0.0,-1.0,0.0,1.0,"order_tuple_Count_('GBIF:544', 'Anostraca')"
"family_tuple_Count_('GBIF:2407', 'Rhamnaceae')",0.0001672194518776049,803,"('GBIF:2407', 'Rhamnaceae')",family,-0.333333333,-0.333333333,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:2407', 'Rhamnaceae')"
"genus_tuple_Count_('GBIF:2480996', 'Falco')",0.0001668440629044632,1743,"('GBIF:2480996', 'Falco')",genus,0.0227272727272727,-0.545454545,0.0227272727272727,0.5454545454545454,"genus_tuple_Count_('GBIF:2480996', 'Falco')"
"family_tuple_Count_('GBIF:6634', 'Cucurbitaceae')",0.0001667572536104008,602,"('GBIF:6634', 'Cucurbitaceae')",family,0.55,0.0,0.55,0.0,"family_tuple_Count_('GBIF:6634', 'Cucurbitaceae')"
"genus_tuple_Count_('GBIF:2441213', 'Sus')",0.0001659264109785311,1592,"('GBIF:2441213', 'Sus')",genus,0.3055555555555556,-0.444444444,0.3055555555555556,0.4444444444444444,"genus_tuple_Count_('GBIF:2441213', 'Sus')"
"phylum_tuple_Count_('GBIF:5967481', 'Nematoda')",0.0001651392235063962,20,"('GBIF:5967481', 'Nematoda')",phylum,-0.222222222,-0.388888889,0.2222222222222222,0.3888888888888889,"phylum_tuple_Count_('GBIF:5967481', 'Nematoda')"
"order_tuple_Count_('GBIF:1474', 'Pseudomonadales')",0.0001650363941397864,217,"('GBIF:1474', 'Pseudomonadales')",order,0.3333333333333333,-1.0,0.3333333333333333,1.0,"order_tuple_Count_('GBIF:1474', 'Pseudomonadales')"
"family_tuple_Count_('GBIF:2877', 'Accipitridae')",0.0001647027527989047,434,"('GBIF:2877', 'Accipitridae')",family,-0.103448276,-0.655172414,0.1034482758620689,0.6551724137931034,"family_tuple_Count_('GBIF:2877', 'Accipitridae')"
"family_tuple_Count_('GBIF:7149', 'Fragilariaceae')",0.000164562411485541,1005,"('GBIF:7149', 'Fragilariaceae')",family,0.75,1.0,0.75,1.0,"family_tuple_Count_('GBIF:7149', 'Fragilariaceae')"
"genus_tuple_Count_('GBIF:2418788', 'Sphyrna')",0.0001637269906773653,1725,"('GBIF:2418788', 'Sphyrna')",genus,0.4166666666666667,-0.333333333,0.4166666666666667,0.3333333333333333,"genus_tuple_Count_('GBIF:2418788', 'Sphyrna')"
"family_tuple_Count_('GBIF:7780', 'Chrysomelidae')",0.0001634702549180253,603,"('GBIF:7780', 'Chrysomelidae')",family,-0.05,-0.2,0.05,0.2,"family_tuple_Count_('GBIF:7780', 'Chrysomelidae')"
"genus_tuple_Count_('GBIF:2234721', 'Sida')",0.0001631440356890337,3442,"('GBIF:2234721', 'Sida')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2234721', 'Sida')"
"genus_tuple_Count_('GBIF:2391100', 'Micropterus')",0.00016314062529463,2228,"('GBIF:2391100', 'Micropterus')",genus,0.0,-0.333333333,0.0,0.3333333333333333,"genus_tuple_Count_('GBIF:2391100', 'Micropterus')"
"order_tuple_Count_('GBIF:10801383', 'Enterobacterales')",0.0001630325559968375,199,"('GBIF:10801383', 'Enterobacterales')",order,0.6,-0.6,0.6,0.6,"order_tuple_Count_('GBIF:10801383', 'Enterobacterales')"
"genus_tuple_Count_('GBIF:3221780', 'Escherichia')",0.0001629229836608009,1894,"('GBIF:3221780', 'Escherichia')",genus,0.6666666666666666,-0.5,0.6666666666666666,0.5,"genus_tuple_Count_('GBIF:3221780', 'Escherichia')"
"class_tuple_Count_('GBIF:329', 'Chlorophyceae')",0.000162683023634399,76,"('GBIF:329', 'Chlorophyceae')",class,-0.125,-0.5,0.125,0.5,"class_tuple_Count_('GBIF:329', 'Chlorophyceae')"
"family_tuple_Count_('GBIF:9280', 'Ascidiidae')",0.0001626007590806011,1170,"('GBIF:9280', 'Ascidiidae')",family,-1.0,0.0,1.0,0.0,"family_tuple_Count_('GBIF:9280', 'Ascidiidae')"
"family_tuple_Count_('GBIF:5235', 'Corvidae')",0.0001625179885020272,565,"('GBIF:5235', 'Corvidae')",family,-0.076923077,-0.384615385,0.076923077,0.3846153846153846,"family_tuple_Count_('GBIF:5235', 'Corvidae')"
"genus_tuple_Count_('GBIF:9107211', 'Solenopsis')",0.0001597952781299031,3036,"('GBIF:9107211', 'Solenopsis')",genus,0.3333333333333333,-0.333333333,0.3333333333333333,0.3333333333333333,"genus_tuple_Count_('GBIF:9107211', 'Solenopsis')"
"family_tuple_Count_('GBIF:8419', 'Hypocreaceae')",0.000159765933713676,955,"('GBIF:8419', 'Hypocreaceae')",family,1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:8419', 'Hypocreaceae')"
"family_tuple_Count_('GBIF:2396', 'Rutaceae')",0.0001596579478989733,826,"('GBIF:2396', 'Rutaceae')",family,0.2,-0.2,0.2,0.2,"family_tuple_Count_('GBIF:2396', 'Rutaceae')"
"family_tuple_Count_('GBIF:3086', 'Mantellidae')",0.0001592645737436115,1082,"('GBIF:3086', 'Mantellidae')",family,-1.0,-1.0,1.0,1.0,"family_tuple_Count_('GBIF:3086', 'Mantellidae')"
"genus_tuple_Count_('GBIF:2415821', 'Melanogrammus')",0.0001589461023054671,1591,"('GBIF:2415821', 'Melanogrammus')",genus,1.0,0.0,1.0,0.0,"genus_tuple_Count_('GBIF:2415821', 'Melanogrammus')"
"genus_tuple_Count_('GBIF:2184982', 'Argas')",0.0001588477759533105,2638,"('GBIF:2184982', 'Argas')",genus,0.0,0.0,0.0,0.0,"genus_tuple_Count_('GBIF:2184982', 'Argas')"
"genus_tuple_Count_('GBIF:5219555', 'Mandrillus')",0.000157533377723386,1559,"('GBIF:5219555', 'Mandrillus')",genus,0.3333333333333333,-0.333333333,0.3333333333333333,0.3333333333333333,"genus_tuple_Count_('GBIF:5219555', 'Mandrillus')"
"family_tuple_Count_('GBIF:9615', 'Emballonuridae')",0.0001571455489614081,871,"('GBIF:9615', 'Emballonuridae')",family,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:9615', 'Emballonuridae')"
"genus_tuple_Count_('GBIF:3045622', 'Cardamine')",0.0001570718723729364,2027,"('GBIF:3045622', 'Cardamine')",genus,1.0,-0.5,1.0,0.5,"genus_tuple_Count_('GBIF:3045622', 'Cardamine')"
"order_tuple_Count_('GBIF:803', 'Soricomorpha')",0.0001566572690770303,248,"('GBIF:803', 'Soricomorpha')",order,0.0,-0.666666667,0.0,0.6666666666666666,"order_tuple_Count_('GBIF:803', 'Soricomorpha')"
"family_tuple_Count_('GBIF:9368', 'Vespertilionidae')",0.0001566080022415002,636,"('GBIF:9368', 'Vespertilionidae')",family,0.4666666666666667,-0.533333333,0.4666666666666667,0.5333333333333333,"family_tuple_Count_('GBIF:9368', 'Vespertilionidae')"
"genus_tuple_Count_('GBIF:5204682', 'Pungitius')",0.0001562997510536814,1746,"('GBIF:5204682', 'Pungitius')",genus,0.3333333333333333,-0.333333333,0.3333333333333333,0.3333333333333333,"genus_tuple_Count_('GBIF:5204682', 'Pungitius')"
"genus_tuple_Count_('GBIF:2333888', 'Pseudoblennius')",0.0001560577603831542,3115,"('GBIF:2333888', 'Pseudoblennius')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2333888', 'Pseudoblennius')"
"genus_tuple_Count_('GBIF:2286068', 'Crassostrea')",0.0001560217533792747,2462,"('GBIF:2286068', 'Crassostrea')",genus,0.2,0.0,0.2,0.0,"genus_tuple_Count_('GBIF:2286068', 'Crassostrea')"
"family_tuple_Count_('GBIF:6920', 'Syrphidae')",0.0001550330768733087,390,"('GBIF:6920', 'Syrphidae')",family,0.5,0.125,0.5,0.125,"family_tuple_Count_('GBIF:6920', 'Syrphidae')"
"genus_tuple_Count_('GBIF:1003571', 'Fredericella')",0.0001549564982565414,3611,"('GBIF:1003571', 'Fredericella')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:1003571', 'Fredericella')"
"genus_tuple_Count_('GBIF:1714098', 'Oedaleus')",0.0001549488151791169,2899,"('GBIF:1714098', 'Oedaleus')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:1714098', 'Oedaleus')"
"genus_tuple_Count_('GBIF:3190512', 'Carapa')",0.0001548920024817292,3249,"('GBIF:3190512', 'Carapa')",genus,-1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:3190512', 'Carapa')"
"family_tuple_Count_('GBIF:3111', 'Capparaceae')",0.0001546857982358519,712,"('GBIF:3111', 'Capparaceae')",family,-0.428571429,-0.428571429,0.4285714285714285,0.4285714285714285,"family_tuple_Count_('GBIF:3111', 'Capparaceae')"
"family_tuple_Count_('GBIF:3919', 'Phymatellidae')",0.000154661064190238,857,"('GBIF:3919', 'Phymatellidae')",family,-1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:3919', 'Phymatellidae')"
"phylum_tuple_Count_('GBIF:43', 'Cnidaria')",0.0001546602391938151,9,"('GBIF:43', 'Cnidaria')",phylum,0.083333333,-0.277777778,0.083333333,0.2777777777777778,"phylum_tuple_Count_('GBIF:43', 'Cnidaria')"
"genus_tuple_Count_('GBIF:3119134', 'Helianthus')",0.0001539630057242139,2090,"('GBIF:3119134', 'Helianthus')",genus,0.0,-0.333333333,0.0,0.3333333333333333,"genus_tuple_Count_('GBIF:3119134', 'Helianthus')"
"genus_tuple_Count_('GBIF:2437364', 'Marmota')",0.0001539104403636171,1740,"('GBIF:2437364', 'Marmota')",genus,-0.6,-0.6,0.6,0.6,"genus_tuple_Count_('GBIF:2437364', 'Marmota')"
"family_tuple_Count_('GBIF:2397', 'Meliaceae')",0.0001536454567849039,613,"('GBIF:2397', 'Meliaceae')",family,-0.5,-0.5,0.5,0.5,"family_tuple_Count_('GBIF:2397', 'Meliaceae')"
"genus_tuple_Count_('GBIF:2433398', 'Ailuropoda')",0.000153035676682941,2272,"('GBIF:2433398', 'Ailuropoda')",genus,0.0,-0.5,0.0,0.5,"genus_tuple_Count_('GBIF:2433398', 'Ailuropoda')"
"order_tuple_Count_('GBIF:8214029', 'Myliobatiformes')",0.0001527407346896466,176,"('GBIF:8214029', 'Myliobatiformes')",order,0.1428571428571428,-0.571428571,0.1428571428571428,0.5714285714285714,"order_tuple_Count_('GBIF:8214029', 'Myliobatiformes')"
"genus_tuple_Count_('GBIF:1047339', 'Callosobruchus')",0.0001525557286480056,3664,"('GBIF:1047339', 'Callosobruchus')",genus,-1.0,0.0,1.0,0.0,"genus_tuple_Count_('GBIF:1047339', 'Callosobruchus')"
"order_tuple_Count_('GBIF:7390893', 'Littorinimorpha')",0.0001524580203606044,192,"('GBIF:7390893', 'Littorinimorpha')",order,1.0,0.0,1.0,0.0,"order_tuple_Count_('GBIF:7390893', 'Littorinimorpha')"
"genus_tuple_Count_('GBIF:5218343', 'Eurycea')",0.0001522632714679636,2841,"('GBIF:5218343', 'Eurycea')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:5218343', 'Eurycea')"
"order_tuple_Count_('GBIF:455', 'Architaenioglossa')",0.0001520013130830261,107,"('GBIF:455', 'Architaenioglossa')",order,-1.0,0.0,1.0,0.0,"order_tuple_Count_('GBIF:455', 'Architaenioglossa')"
"family_tuple_Count_('GBIF:6918', 'Tachinidae')",0.0001518514742598059,612,"('GBIF:6918', 'Tachinidae')",family,0.3333333333333333,-0.333333333,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:6918', 'Tachinidae')"
"family_tuple_Count_('GBIF:5876', 'Rhinobatidae')",0.0001515601287868059,594,"('GBIF:5876', 'Rhinobatidae')",family,1.0,1.0,1.0,1.0,"family_tuple_Count_('GBIF:5876', 'Rhinobatidae')"
BERTopics_B53,0.0001512300293122391,7847,B53,tdt_bt,-1.0,-0.666666667,1.0,0.6666666666666666,BERTopics_B53
"genus_tuple_Count_('GBIF:2766037', 'Sagittaria')",0.0001511493480421073,2875,"('GBIF:2766037', 'Sagittaria')",genus,0.0,0.0,0.0,0.0,"genus_tuple_Count_('GBIF:2766037', 'Sagittaria')"
"order_tuple_Count_('GBIF:1109', 'Mesostigmata')",0.000150352248018054,141,"('GBIF:1109', 'Mesostigmata')",order,0.6,-0.4,0.6,0.4,"order_tuple_Count_('GBIF:1109', 'Mesostigmata')"
BERTopics_B51,0.0001499876622839877,7889,B51,tdt_bt,-0.4,-0.15,0.4,0.15,BERTopics_B51
"genus_tuple_Count_('GBIF:2498016', 'Anser')",0.0001499430118525705,1595,"('GBIF:2498016', 'Anser')",genus,-0.111111111,-0.666666667,0.1111111111111111,0.6666666666666666,"genus_tuple_Count_('GBIF:2498016', 'Anser')"
"genus_tuple_Count_('GBIF:2949492', 'Chamaecrista')",0.000149727958593067,1834,"('GBIF:2949492', 'Chamaecrista')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2949492', 'Chamaecrista')"
"genus_tuple_Count_('GBIF:2947798', 'Phaseolus')",0.0001496303306289983,2116,"('GBIF:2947798', 'Phaseolus')",genus,0.1428571428571428,-0.142857143,0.1428571428571428,0.1428571428571428,"genus_tuple_Count_('GBIF:2947798', 'Phaseolus')"
"genus_tuple_Count_('GBIF:7493935', 'Eucalyptus')",0.0001494911545894315,1453,"('GBIF:7493935', 'Eucalyptus')",genus,0.035714286,-0.571428571,0.035714286,0.5714285714285714,"genus_tuple_Count_('GBIF:7493935', 'Eucalyptus')"
"genus_tuple_Count_('GBIF:2928756', 'Nicotiana')",0.0001491053469798738,2120,"('GBIF:2928756', 'Nicotiana')",genus,-0.2,-1.0,0.2,1.0,"genus_tuple_Count_('GBIF:2928756', 'Nicotiana')"
"family_tuple_Count_('GBIF:4304', 'Aleyrodidae')",0.0001490855392153547,528,"('GBIF:4304', 'Aleyrodidae')",family,-0.333333333,-0.333333333,0.3333333333333333,0.3333333333333333,"family_tuple_Count_('GBIF:4304', 'Aleyrodidae')"
"family_tuple_Count_('GBIF:5901', 'Syngnathidae')",0.0001487185451652883,751,"('GBIF:5901', 'Syngnathidae')",family,0.1,-1.0,0.1,1.0,"family_tuple_Count_('GBIF:5901', 'Syngnathidae')"
"order_tuple_Count_('GBIF:7378538', 'Lituolida')",0.0001483357850802893,365,"('GBIF:7378538', 'Lituolida')",order,1.0,1.0,1.0,1.0,"order_tuple_Count_('GBIF:7378538', 'Lituolida')"
"genus_tuple_Count_('GBIF:2705713', 'Brachypodium')",0.0001478960349787862,2011,"('GBIF:2705713', 'Brachypodium')",genus,0.125,-0.5,0.125,0.5,"genus_tuple_Count_('GBIF:2705713', 'Brachypodium')"
"genus_tuple_Count_('GBIF:3221889', 'Yersinia')",0.0001478145096802551,2669,"('GBIF:3221889', 'Yersinia')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:3221889', 'Yersinia')"
"genus_tuple_Count_('GBIF:8089532', 'Cytisus')",0.0001473233634337939,3120,"('GBIF:8089532', 'Cytisus')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:8089532', 'Cytisus')"
"genus_tuple_Count_('GBIF:2350934', 'Coregonus')",0.0001466696644768746,1557,"('GBIF:2350934', 'Coregonus')",genus,-0.111111111,-0.555555556,0.1111111111111111,0.5555555555555556,"genus_tuple_Count_('GBIF:2350934', 'Coregonus')"
"genus_tuple_Count_('GBIF:7703803', 'Trichoderma')",0.0001465432530274948,2608,"('GBIF:7703803', 'Trichoderma')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:7703803', 'Trichoderma')"
"genus_tuple_Count_('GBIF:2481662', 'Pygoscelis')",0.0001458381365726368,1691,"('GBIF:2481662', 'Pygoscelis')",genus,-0.272727273,-0.818181818,0.2727272727272727,0.8181818181818182,"genus_tuple_Count_('GBIF:2481662', 'Pygoscelis')"
"genus_tuple_Count_('GBIF:2705236', 'Alopecurus')",0.0001457589993975815,1771,"('GBIF:2705236', 'Alopecurus')",genus,0.6,-0.6,0.6,0.6,"genus_tuple_Count_('GBIF:2705236', 'Alopecurus')"
"family_tuple_Count_('GBIF:4551', 'Penaeidae')",0.000145535708870478,646,"('GBIF:4551', 'Penaeidae')",family,0.0,-0.75,0.0,0.75,"family_tuple_Count_('GBIF:4551', 'Penaeidae')"
"genus_tuple_Count_('GBIF:2441321', 'Crocodylus')",0.0001451823381855992,1749,"('GBIF:2441321', 'Crocodylus')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2441321', 'Crocodylus')"
"genus_tuple_Count_('GBIF:2378269', 'Gobiusculus')",0.000144819007204562,1987,"('GBIF:2378269', 'Gobiusculus')",genus,0.0,0.0,0.0,0.0,"genus_tuple_Count_('GBIF:2378269', 'Gobiusculus')"
"family_tuple_Count_('GBIF:9720', 'Bucerotidae')",0.000144448208176066,972,"('GBIF:9720', 'Bucerotidae')",family,0.0,1.0,0.0,1.0,"family_tuple_Count_('GBIF:9720', 'Bucerotidae')"
"order_tuple_Count_('GBIF:708', 'Siluriformes')",0.0001440862908172878,264,"('GBIF:708', 'Siluriformes')",order,-0.5,-0.2,0.5,0.2,"order_tuple_Count_('GBIF:708', 'Siluriformes')"
"genus_tuple_Count_('GBIF:2350830', 'Lophius')",0.0001439387191910626,1947,"('GBIF:2350830', 'Lophius')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2350830', 'Lophius')"
"genus_tuple_Count_('GBIF:2306226', 'Acanthopleura')",0.0001431401736700983,3148,"('GBIF:2306226', 'Acanthopleura')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2306226', 'Acanthopleura')"
"family_tuple_Count_('GBIF:7190', 'Belonidae')",0.0001427613943299036,1012,"('GBIF:7190', 'Belonidae')",family,-0.5,-0.333333333,0.5,0.3333333333333333,"family_tuple_Count_('GBIF:7190', 'Belonidae')"
"family_tuple_Count_('GBIF:8522', 'Cichlidae')",0.0001419781710244961,382,"('GBIF:8522', 'Cichlidae')",family,-0.3,-0.6,0.3,0.6,"family_tuple_Count_('GBIF:8522', 'Cichlidae')"
"genus_tuple_Count_('GBIF:2363785', 'Yuriria')",0.0001415706168647817,2239,"('GBIF:2363785', 'Yuriria')",genus,-0.1875,-0.625,0.1875,0.625,"genus_tuple_Count_('GBIF:2363785', 'Yuriria')"
"family_tuple_Count_('GBIF:9342', 'Rallidae')",0.0001411990440652289,1029,"('GBIF:9342', 'Rallidae')",family,-0.6,-0.5,0.6,0.5,"family_tuple_Count_('GBIF:9342', 'Rallidae')"
"genus_tuple_Count_('GBIF:2438470', 'Praomys')",0.0001411111640411584,3597,"('GBIF:2438470', 'Praomys')",genus,-1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2438470', 'Praomys')"
"genus_tuple_Count_('GBIF:2252160', 'Neosiphonia')",0.0001403908761248583,2078,"('GBIF:2252160', 'Neosiphonia')",genus,0.0,0.0,0.0,0.0,"genus_tuple_Count_('GBIF:2252160', 'Neosiphonia')"
"genus_tuple_Count_('GBIF:2349133', 'Austrofundulus')",0.000140349455896957,3412,"('GBIF:2349133', 'Austrofundulus')",genus,-0.5,1.0,0.5,1.0,"genus_tuple_Count_('GBIF:2349133', 'Austrofundulus')"
"family_tuple_Count_('GBIF:2431', 'Combretaceae')",0.0001402886690898983,937,"('GBIF:2431', 'Combretaceae')",family,1.0,0.0,1.0,0.0,"family_tuple_Count_('GBIF:2431', 'Combretaceae')"
"genus_tuple_Count_('GBIF:1878460', 'Ephestia')",0.0001400317325528798,1663,"('GBIF:1878460', 'Ephestia')",genus,-0.1875,-0.625,0.1875,0.625,"genus_tuple_Count_('GBIF:1878460', 'Ephestia')"
"genus_tuple_Count_('GBIF:2438961', 'Berylmys')",0.0001393467552938764,2592,"('GBIF:2438961', 'Berylmys')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2438961', 'Berylmys')"
"genus_tuple_Count_('GBIF:1003585', 'Plumatella')",0.0001391979284233935,3612,"('GBIF:1003585', 'Plumatella')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:1003585', 'Plumatella')"
BERTopics_B33,0.0001390034446440196,7892,B33,tdt_bt,-0.5,-0.833333333,0.5,0.8333333333333334,BERTopics_B33
"family_tuple_Count_('GBIF:9168', 'Argasidae')",0.0001389962582336714,967,"('GBIF:9168', 'Argasidae')",family,0.0,0.0,0.0,0.0,"family_tuple_Count_('GBIF:9168', 'Argasidae')"
"genus_tuple_Count_('GBIF:5388868', 'Solidago')",0.0001387313850908496,2301,"('GBIF:5388868', 'Solidago')",genus,0.3125,0.0,0.3125,0.0,"genus_tuple_Count_('GBIF:5388868', 'Solidago')"
"genus_tuple_Count_('GBIF:2432041', 'Proteus')",0.0001378915016776231,1567,"('GBIF:2432041', 'Proteus')",genus,-1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2432041', 'Proteus')"
BERTopics_B41,0.0001377772977060463,7864,B41,tdt_bt,0.2,-0.4,0.2,0.4,BERTopics_B41
"family_tuple_Count_('GBIF:4233', 'Acanthuridae')",0.000137719637318931,951,"('GBIF:4233', 'Acanthuridae')",family,0.2,-0.6,0.2,0.6,"family_tuple_Count_('GBIF:4233', 'Acanthuridae')"
"family_tuple_Count_('GBIF:2073', 'Euphausiidae')",0.0001374486360550907,942,"('GBIF:2073', 'Euphausiidae')",family,0.6428571428571429,-0.928571429,0.6428571428571429,0.9285714285714286,"family_tuple_Count_('GBIF:2073', 'Euphausiidae')"
"genus_tuple_Count_('GBIF:7331269', 'Fumana')",0.0001374016558674426,2531,"('GBIF:7331269', 'Fumana')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:7331269', 'Fumana')"
"genus_tuple_Count_('GBIF:8395064', 'Rosa')",0.0001372401301288163,1498,"('GBIF:8395064', 'Rosa')",genus,0.6666666666666666,-0.666666667,0.6666666666666666,0.6666666666666666,"genus_tuple_Count_('GBIF:8395064', 'Rosa')"
