Feature,Importance,Unnamed: 0,node,source,fa_score,la_score,abs_fa_score,abs_la_score,feature_name
"genus_tuple_Count_('GBIF:2489178', 'Tachycineta')",0.0004268307281024652,1697,"('GBIF:2489178', 'Tachycineta')",genus,1.0,-1.0,1.0,1.0,"genus_tuple_Count_('GBIF:2489178', 'Tachycineta')"
"family_tuple_Count_('GBIF:5264', 'Passeridae')",0.0004252814861216024,380,"('GBIF:5264', 'Passeridae')",family,-0.125,-0.0625,0.125,0.0625,"family_tuple_Count_('GBIF:5264', 'Passeridae')"
"genus_tuple_Count_('GBIF:1043835', 'Tenebrio')",0.0004202348809803865,1801,"('GBIF:1043835', 'Tenebrio')",genus,-1.0,-0.857142857,1.0,0.8571428571428571,"genus_tuple_Count_('GBIF:1043835', 'Tenebrio')"
"genus_tuple_Count_('GBIF:2433504', 'Crocuta')",0.0004201308750588293,3088,"('GBIF:2433504', 'Crocuta')",genus,1.0,0.5,1.0,0.5,"genus_tuple_Count_('GBIF:2433504', 'Crocuta')"
"family_tuple_Count_('GBIF:5238', 'Diomedeidae')",0.0004192213175409035,586,"('GBIF:5238', 'Diomedeidae')",family,0.125,-0.625,0.125,0.625,"family_tuple_Count_('GBIF:5238', 'Diomedeidae')"
"family_tuple_Count_('GBIF:6631', 'Violaceae')",0.0004183249500432097,971,"('GBIF:6631', 'Violaceae')",family,1.0,-0.357142857,1.0,0.3571428571428571,"family_tuple_Count_('GBIF:6631', 'Violaceae')"
"genus_tuple_Count_('GBIF:2876099', 'Alnus')",0.0004174479117037344,1960,"('GBIF:2876099', 'Alnus')",genus,-0.375,-0.65625,0.375,0.65625,"genus_tuple_Count_('GBIF:2876099', 'Alnus')"
"genus_tuple_Count_('GBIF:7487798', 'Picea')",0.000417009557734839,2033,"('GBIF:7487798', 'Picea')",genus,0.0416666666666666,-0.291666667,0.0416666666666666,0.2916666666666667,"genus_tuple_Count_('GBIF:7487798', 'Picea')"
"genus_tuple_Count_('GBIF:3152652', 'Gossypium')",0.0004161251143344859,1842,"('GBIF:3152652', 'Gossypium')",genus,0.2727272727272727,-0.090909091,0.2727272727272727,0.090909091,"genus_tuple_Count_('GBIF:3152652', 'Gossypium')"
"genus_tuple_Count_('GBIF:2335319', 'Epinephelus')",0.0004158329710651229,1529,"('GBIF:2335319', 'Epinephelus')",genus,-0.157894737,-0.236842105,0.1578947368421052,0.2368421052631578,"genus_tuple_Count_('GBIF:2335319', 'Epinephelus')"
BERTopics_B21,0.0004138818187543642,7871,B21,tdt_bt,-0.142857143,-0.30952381,0.1428571428571428,0.3095238095238095,BERTopics_B21
"genus_tuple_Count_('GBIF:2668958', 'Sphagnum')",0.0004133605982345291,2351,"('GBIF:2668958', 'Sphagnum')",genus,0.6666666666666666,-0.5,0.6666666666666666,0.5,"genus_tuple_Count_('GBIF:2668958', 'Sphagnum')"
BERTopics_B22,0.0004091594663292113,7891,B22,tdt_bt,-0.2,-0.466666667,0.2,0.4666666666666667,BERTopics_B22
BERTopics_B55,0.0004073398409400027,7872,B55,tdt_bt,0.057142857,-0.528571429,0.057142857,0.5285714285714286,BERTopics_B55
BERTopics_B43,0.0004070965655748013,7859,B43,tdt_bt,-0.25,-0.5,0.25,0.5,BERTopics_B43
"genus_tuple_Count_('GBIF:2730118', 'Eriophorum')",0.0004070159082026447,2035,"('GBIF:2730118', 'Eriophorum')",genus,0.5,-0.75,0.5,0.75,"genus_tuple_Count_('GBIF:2730118', 'Eriophorum')"
"genus_tuple_Count_('GBIF:8391695', 'Acheta')",0.0004063474489326999,3039,"('GBIF:8391695', 'Acheta')",genus,-1.0,0.0,1.0,0.0,"genus_tuple_Count_('GBIF:8391695', 'Acheta')"
"order_tuple_Count_('GBIF:498', 'Beloniformes')",0.0004058056059759491,152,"('GBIF:498', 'Beloniformes')",order,-0.2,-0.9,0.2,0.9,"order_tuple_Count_('GBIF:498', 'Beloniformes')"
"order_tuple_Count_('GBIF:887', 'Carcharhiniformes')",0.0004041876928388593,193,"('GBIF:887', 'Carcharhiniformes')",order,0.25,-0.7,0.25,0.7,"order_tuple_Count_('GBIF:887', 'Carcharhiniformes')"
"genus_tuple_Count_('GBIF:2888942', 'Rumex')",0.0004041463474939326,2722,"('GBIF:2888942', 'Rumex')",genus,0.7857142857142857,-0.571428571,0.7857142857142857,0.5714285714285714,"genus_tuple_Count_('GBIF:2888942', 'Rumex')"
"family_tuple_Count_('GBIF:7659', 'Poeciliidae')",0.0004040057552064275,625,"('GBIF:7659', 'Poeciliidae')",family,-0.083333333,-0.277777778,0.083333333,0.2777777777777778,"family_tuple_Count_('GBIF:7659', 'Poeciliidae')"
"family_tuple_Count_('GBIF:3512', 'Ichneumonidae')",0.0004039373536406863,549,"('GBIF:3512', 'Ichneumonidae')",family,0.3333333333333333,-0.666666667,0.3333333333333333,0.6666666666666666,"family_tuple_Count_('GBIF:3512', 'Ichneumonidae')"
"genus_tuple_Count_('GBIF:2492596', 'Ficedula')",0.0004022334665040928,1679,"('GBIF:2492596', 'Ficedula')",genus,0.0588235294117647,-0.147058824,0.0588235294117647,0.1470588235294117,"genus_tuple_Count_('GBIF:2492596', 'Ficedula')"
"family_tuple_Count_('GBIF:8549', 'Nototheniidae')",0.0003988570581880817,943,"('GBIF:8549', 'Nototheniidae')",family,0.9166666666666666,-0.666666667,0.9166666666666666,0.6666666666666666,"family_tuple_Count_('GBIF:8549', 'Nototheniidae')"
"order_tuple_Count_('GBIF:545', 'Diplostraca')",0.0003973416611132154,197,"('GBIF:545', 'Diplostraca')",order,-0.230769231,-0.230769231,0.2307692307692307,0.2307692307692307,"order_tuple_Count_('GBIF:545', 'Diplostraca')"
"family_tuple_Count_('GBIF:5174', 'Pocilloporidae')",0.0003962029280907948,519,"('GBIF:5174', 'Pocilloporidae')",family,0.1666666666666666,0.083333333,0.1666666666666666,0.083333333,"family_tuple_Count_('GBIF:5174', 'Pocilloporidae')"
"genus_tuple_Count_('GBIF:2288378', 'Ellipsaria')",0.0003947428937433234,1550,"('GBIF:2288378', 'Ellipsaria')",genus,-0.02,0.2,0.02,0.2,"genus_tuple_Count_('GBIF:2288378', 'Ellipsaria')"
"genus_tuple_Count_('GBIF:2706050', 'Hordeum')",0.0003918198581120448,1677,"('GBIF:2706050', 'Hordeum')",genus,0.5,0.125,0.5,0.125,"genus_tuple_Count_('GBIF:2706050', 'Hordeum')"
"phylum_tuple_Count_('GBIF:98', 'Ochrophyta')",0.0003885916291576298,15,"('GBIF:98', 'Ochrophyta')",phylum,-0.25,-0.222222222,0.25,0.2222222222222222,"phylum_tuple_Count_('GBIF:98', 'Ochrophyta')"
"phylum_tuple_Count_('GBIF:53', 'Bryozoa')",0.0003881159251169635,38,"('GBIF:53', 'Bryozoa')",phylum,-1.0,1.0,1.0,1.0,"phylum_tuple_Count_('GBIF:53', 'Bryozoa')"
"family_tuple_Count_('GBIF:9456', 'Sciuridae')",0.0003875073642080756,572,"('GBIF:9456', 'Sciuridae')",family,-0.068965517,-0.448275862,0.068965517,0.4482758620689655,"family_tuple_Count_('GBIF:9456', 'Sciuridae')"
"family_tuple_Count_('GBIF:4481', 'Percidae')",0.0003871145121917413,492,"('GBIF:4481', 'Percidae')",family,0.0,-0.428571429,0.0,0.4285714285714285,"family_tuple_Count_('GBIF:4481', 'Percidae')"
"order_tuple_Count_('GBIF:714', 'Scleractinia')",0.0003818248902052341,106,"('GBIF:714', 'Scleractinia')",order,0.0,-0.166666667,0.0,0.1666666666666666,"order_tuple_Count_('GBIF:714', 'Scleractinia')"
"family_tuple_Count_('GBIF:5709', 'Estrildidae')",0.0003813971782617711,769,"('GBIF:5709', 'Estrildidae')",family,0.066666667,-0.2,0.066666667,0.2,"family_tuple_Count_('GBIF:5709', 'Estrildidae')"
"genus_tuple_Count_('GBIF:2889949', 'Geranium')",0.0003704107269391807,1669,"('GBIF:2889949', 'Geranium')",genus,1.0,-0.857142857,1.0,0.8571428571428571,"genus_tuple_Count_('GBIF:2889949', 'Geranium')"
"genus_tuple_Count_('GBIF:2373932', 'Thunnus')",0.0003667185620124675,1387,"('GBIF:2373932', 'Thunnus')",genus,-0.142857143,-0.607142857,0.1428571428571428,0.6071428571428571,"genus_tuple_Count_('GBIF:2373932', 'Thunnus')"
"genus_tuple_Count_('GBIF:2760990', 'Musa')",0.0003589982806330326,2300,"('GBIF:2760990', 'Musa')",genus,0.6,0.4,0.6,0.4,"genus_tuple_Count_('GBIF:2760990', 'Musa')"
"family_tuple_Count_('GBIF:6634', 'Cucurbitaceae')",0.0003583746102539747,602,"('GBIF:6634', 'Cucurbitaceae')",family,0.55,0.0,0.55,0.0,"family_tuple_Count_('GBIF:6634', 'Cucurbitaceae')"
"genus_tuple_Count_('GBIF:2482468', 'Corvus')",0.0003562104881821033,1688,"('GBIF:2482468', 'Corvus')",genus,-0.428571429,-0.428571429,0.4285714285714285,0.4285714285714285,"genus_tuple_Count_('GBIF:2482468', 'Corvus')"
"order_tuple_Count_('GBIF:440', 'Rhabditida')",0.0003493147765465777,154,"('GBIF:440', 'Rhabditida')",order,-0.166666667,-0.25,0.1666666666666666,0.25,"order_tuple_Count_('GBIF:440', 'Rhabditida')"
"family_tuple_Count_('GBIF:3346', 'Culicidae')",0.0003488197372965614,496,"('GBIF:3346', 'Culicidae')",family,0.076923077,-0.038461538,0.076923077,0.0384615384615384,"family_tuple_Count_('GBIF:3346', 'Culicidae')"
"class_tuple_Count_('GBIF:8006472', 'Oligohymenophorea')",0.0003461493059595053,59,"('GBIF:8006472', 'Oligohymenophorea')",class,0.1428571428571428,-0.714285714,0.1428571428571428,0.7142857142857143,"class_tuple_Count_('GBIF:8006472', 'Oligohymenophorea')"
"genus_tuple_Count_('GBIF:9800657', 'Mus')",0.0003457002411893991,1673,"('GBIF:9800657', 'Mus')",genus,-0.238095238,-0.142857143,0.238095238095238,0.1428571428571428,"genus_tuple_Count_('GBIF:9800657', 'Mus')"
"order_tuple_Count_('GBIF:1290', 'Hypocreales')",0.0003428624824839037,146,"('GBIF:1290', 'Hypocreales')",order,0.5,0.5,0.5,0.5,"order_tuple_Count_('GBIF:1290', 'Hypocreales')"
"genus_tuple_Count_('GBIF:3106738', 'Senecio')",0.0003404981359110296,2349,"('GBIF:3106738', 'Senecio')",genus,0.6,0.4,0.6,0.4,"genus_tuple_Count_('GBIF:3106738', 'Senecio')"
"order_tuple_Count_('GBIF:7984607', 'Hymenostomatida')",0.0003399423369515558,180,"('GBIF:7984607', 'Hymenostomatida')",order,-0.142857143,-0.428571429,0.1428571428571428,0.4285714285714285,"order_tuple_Count_('GBIF:7984607', 'Hymenostomatida')"
"genus_tuple_Count_('GBIF:1946401', 'Artines')",0.0003386765045629507,2933,"('GBIF:1946401', 'Artines')",genus,1.0,1.0,1.0,1.0,"genus_tuple_Count_('GBIF:1946401', 'Artines')"
"genus_tuple_Count_('GBIF:2874568', 'Cucumis')",0.0003351433219115478,1760,"('GBIF:2874568', 'Cucumis')",genus,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.1428571428571428,"genus_tuple_Count_('GBIF:2874568', 'Cucumis')"
"order_tuple_Count_('GBIF:9529005', 'Cardiida')",0.0003349026984226231,177,"('GBIF:9529005', 'Cardiida')",order,0.4285714285714285,-0.428571429,0.4285714285714285,0.4285714285714285,"order_tuple_Count_('GBIF:9529005', 'Cardiida')"
"genus_tuple_Count_('GBIF:3001068', 'Malus')",0.0003328744218102582,2062,"('GBIF:3001068', 'Malus')",genus,0.75,-0.2,0.75,0.2,"genus_tuple_Count_('GBIF:3001068', 'Malus')"
"genus_tuple_Count_('GBIF:2417275', 'Pseudophycis')",0.0003304346488450945,1588,"('GBIF:2417275', 'Pseudophycis')",genus,0.3333333333333333,0.083333333,0.3333333333333333,0.083333333,"genus_tuple_Count_('GBIF:2417275', 'Pseudophycis')"
"family_tuple_Count_('GBIF:5062', 'Sciaenidae')",0.0003290066459925162,524,"('GBIF:5062', 'Sciaenidae')",family,-0.55,-0.4,0.55,0.4,"family_tuple_Count_('GBIF:5062', 'Sciaenidae')"
"class_tuple_Count_('GBIF:7947184', 'Bacillariophyceae')",0.0003286457390843599,56,"('GBIF:7947184', 'Bacillariophyceae')",class,-0.214285714,-0.428571429,0.2142857142857142,0.4285714285714285,"class_tuple_Count_('GBIF:7947184', 'Bacillariophyceae')"
"order_tuple_Count_('GBIF:1351', 'Apiales')",0.0003286154495948808,153,"('GBIF:1351', 'Apiales')",order,0.088235294,-0.411764706,0.088235294,0.4117647058823529,"order_tuple_Count_('GBIF:1351', 'Apiales')"
"class_tuple_Count_('GBIF:190', 'Sphagnopsida')",0.000327810489136468,84,"('GBIF:190', 'Sphagnopsida')",class,0.6666666666666666,-0.5,0.6666666666666666,0.5,"class_tuple_Count_('GBIF:190', 'Sphagnopsida')"
"genus_tuple_Count_('GBIF:2301388', 'Ficus')",0.0003247880460579507,1722,"('GBIF:2301388', 'Ficus')",genus,0.1428571428571428,-0.571428571,0.1428571428571428,0.5714285714285714,"genus_tuple_Count_('GBIF:2301388', 'Ficus')"
"genus_tuple_Count_('GBIF:2234785', 'Daphnia')",0.0003213163039874408,1776,"('GBIF:2234785', 'Daphnia')",genus,-0.230769231,-0.230769231,0.2307692307692307,0.2307692307692307,"genus_tuple_Count_('GBIF:2234785', 'Daphnia')"
"class_tuple_Count_('GBIF:131', 'Amphibia')",0.0003193294390533988,51,"('GBIF:131', 'Amphibia')",class,-0.458333333,-0.166666667,0.4583333333333333,0.1666666666666666,"class_tuple_Count_('GBIF:131', 'Amphibia')"
"genus_tuple_Count_('GBIF:2130777', 'Tetranychus')",0.0003188902490691792,1705,"('GBIF:2130777', 'Tetranychus')",genus,0.090909091,0.090909091,0.090909091,0.090909091,"genus_tuple_Count_('GBIF:2130777', 'Tetranychus')"
"order_tuple_Count_('GBIF:590', 'Scorpaeniformes')",0.0003173887099935524,238,"('GBIF:590', 'Scorpaeniformes')",order,-0.25,0.1875,0.25,0.1875,"order_tuple_Count_('GBIF:590', 'Scorpaeniformes')"
"family_tuple_Count_('GBIF:2498', 'Boraginaceae')",0.0003145172568474522,921,"('GBIF:2498', 'Boraginaceae')",family,0.5769230769230769,-0.538461538,0.5769230769230769,0.5384615384615384,"family_tuple_Count_('GBIF:2498', 'Boraginaceae')"
"genus_tuple_Count_('GBIF:7396773', 'Carassius')",0.0003123032821728664,1631,"('GBIF:7396773', 'Carassius')",genus,0.4285714285714285,-0.714285714,0.4285714285714285,0.7142857142857143,"genus_tuple_Count_('GBIF:7396773', 'Carassius')"
"genus_tuple_Count_('GBIF:3042506', 'Brassica')",0.0003062447334481081,1544,"('GBIF:3042506', 'Brassica')",genus,-0.083333333,-0.416666667,0.083333333,0.4166666666666667,"genus_tuple_Count_('GBIF:3042506', 'Brassica')"
"class_tuple_Count_('GBIF:358', 'Reptilia')",0.0003006480826623482,81,"('GBIF:358', 'Reptilia')",class,-0.5,-0.5,0.5,0.5,"class_tuple_Count_('GBIF:358', 'Reptilia')"
"family_tuple_Count_('GBIF:2389', 'Convolvulaceae')",0.0003000924235256177,742,"('GBIF:2389', 'Convolvulaceae')",family,0.25,0.0,0.25,0.0,"family_tuple_Count_('GBIF:2389', 'Convolvulaceae')"
"family_tuple_Count_('GBIF:5024', 'Viperidae')",0.0002992527157568915,781,"('GBIF:5024', 'Viperidae')",family,-0.666666667,-1.0,0.6666666666666666,1.0,"family_tuple_Count_('GBIF:5024', 'Viperidae')"
"genus_tuple_Count_('GBIF:7897345', 'Tetrahymena')",0.000296877077299589,1632,"('GBIF:7897345', 'Tetrahymena')",genus,-0.142857143,-0.428571429,0.1428571428571428,0.4285714285714285,"genus_tuple_Count_('GBIF:7897345', 'Tetrahymena')"
"family_tuple_Count_('GBIF:5235', 'Corvidae')",0.0002966814289875559,565,"('GBIF:5235', 'Corvidae')",family,-0.076923077,-0.384615385,0.076923077,0.3846153846153846,"family_tuple_Count_('GBIF:5235', 'Corvidae')"
"family_tuple_Count_('GBIF:5103', 'Archaeobalanidae')",0.000294679637007684,894,"('GBIF:5103', 'Archaeobalanidae')",family,-0.555555556,-0.777777778,0.5555555555555556,0.7777777777777778,"family_tuple_Count_('GBIF:5103', 'Archaeobalanidae')"
"order_tuple_Count_('GBIF:868', 'Euphausiacea')",0.000292782841619172,345,"('GBIF:868', 'Euphausiacea')",order,0.8333333333333334,-1.0,0.8333333333333334,1.0,"order_tuple_Count_('GBIF:868', 'Euphausiacea')"
"family_tuple_Count_('GBIF:5016', 'Phrynosomatidae')",0.0002910583625507837,610,"('GBIF:5016', 'Phrynosomatidae')",family,-0.192307692,-0.538461538,0.1923076923076923,0.5384615384615384,"family_tuple_Count_('GBIF:5016', 'Phrynosomatidae')"
"order_tuple_Count_('GBIF:708', 'Siluriformes')",0.0002886992191967352,264,"('GBIF:708', 'Siluriformes')",order,-0.5,-0.2,0.5,0.2,"order_tuple_Count_('GBIF:708', 'Siluriformes')"
"family_tuple_Count_('GBIF:2398', 'Anacardiaceae')",0.0002867340684826542,401,"('GBIF:2398', 'Anacardiaceae')",family,-0.321428571,-0.5,0.3214285714285714,0.5,"family_tuple_Count_('GBIF:2398', 'Anacardiaceae')"
"genus_tuple_Count_('GBIF:2347767', 'Poecilia')",0.0002858240321769627,1812,"('GBIF:2347767', 'Poecilia')",genus,-0.09375,-0.1875,0.09375,0.1875,"genus_tuple_Count_('GBIF:2347767', 'Poecilia')"
BERTopics_B18,0.000283424218289133,7855,B18,tdt_bt,-0.361111111,-0.777777778,0.3611111111111111,0.7777777777777778,BERTopics_B18
"genus_tuple_Count_('GBIF:2380473', 'Maccullochella')",0.0002822089881007319,1587,"('GBIF:2380473', 'Maccullochella')",genus,0.2727272727272727,0.0454545454545454,0.2727272727272727,0.0454545454545454,"genus_tuple_Count_('GBIF:2380473', 'Maccullochella')"
"genus_tuple_Count_('GBIF:2875008', 'Betula')",0.0002817584936122187,1741,"('GBIF:2875008', 'Betula')",genus,0.1842105263157894,-0.631578947,0.1842105263157894,0.631578947,"genus_tuple_Count_('GBIF:2875008', 'Betula')"
"genus_tuple_Count_('GBIF:2988638', 'Rubus')",0.0002808568129528831,2145,"('GBIF:2988638', 'Rubus')",genus,0.55,-0.8,0.55,0.8,"genus_tuple_Count_('GBIF:2988638', 'Rubus')"
"genus_tuple_Count_('GBIF:2259455', 'Pocillopora')",0.000279427659300816,1599,"('GBIF:2259455', 'Pocillopora')",genus,0.090909091,0.090909091,0.090909091,0.090909091,"genus_tuple_Count_('GBIF:2259455', 'Pocillopora')"
"genus_tuple_Count_('GBIF:7787708', 'Taraxacum')",0.0002762626681370901,2068,"('GBIF:7787708', 'Taraxacum')",genus,0.5555555555555556,-0.277777778,0.5555555555555556,0.2777777777777778,"genus_tuple_Count_('GBIF:7787708', 'Taraxacum')"
"family_tuple_Count_('GBIF:5925', 'Gryllidae')",0.0002758823616069692,387,"('GBIF:5925', 'Gryllidae')",family,-0.6,-0.4,0.6,0.4,"family_tuple_Count_('GBIF:5925', 'Gryllidae')"
"family_tuple_Count_('GBIF:4490', 'Vespidae')",0.0002742477760714656,393,"('GBIF:4490', 'Vespidae')",family,0.25,-0.1875,0.25,0.1875,"family_tuple_Count_('GBIF:4490', 'Vespidae')"
"family_tuple_Count_('GBIF:2985', 'Alcidae')",0.0002741268418109425,711,"('GBIF:2985', 'Alcidae')",family,-0.038461538,-0.692307692,0.0384615384615384,0.6923076923076923,"family_tuple_Count_('GBIF:2985', 'Alcidae')"
"family_tuple_Count_('GBIF:9331', 'Phasianidae')",0.0002734737131033468,515,"('GBIF:9331', 'Phasianidae')",family,-0.09375,-0.8125,0.09375,0.8125,"family_tuple_Count_('GBIF:9331', 'Phasianidae')"
"genus_tuple_Count_('GBIF:1269075', 'Aphidius')",0.0002728873940020749,1762,"('GBIF:1269075', 'Aphidius')",genus,0.3333333333333333,-0.444444444,0.3333333333333333,0.4444444444444444,"genus_tuple_Count_('GBIF:1269075', 'Aphidius')"
"family_tuple_Count_('GBIF:5014', 'Myrtaceae')",0.0002726859781894624,426,"('GBIF:5014', 'Myrtaceae')",family,0.078947368,-0.421052632,0.078947368,0.4210526315789473,"family_tuple_Count_('GBIF:5014', 'Myrtaceae')"
"family_tuple_Count_('GBIF:9427', 'Elephantidae')",0.0002722120584650525,578,"('GBIF:9427', 'Elephantidae')",family,0.0,-0.4,0.0,0.4,"family_tuple_Count_('GBIF:9427', 'Elephantidae')"
BERTopics_B19,0.000271874133543096,7842,B19,tdt_bt,-0.238095238,-0.619047619,0.238095238095238,0.6190476190476191,BERTopics_B19
"family_tuple_Count_('GBIF:7780', 'Chrysomelidae')",0.0002706581669023872,603,"('GBIF:7780', 'Chrysomelidae')",family,-0.05,-0.2,0.05,0.2,"family_tuple_Count_('GBIF:7780', 'Chrysomelidae')"
"family_tuple_Count_('GBIF:2967', 'Synodontidae')",0.0002697646882879429,962,"('GBIF:2967', 'Synodontidae')",family,-1.0,0.0,1.0,0.0,"family_tuple_Count_('GBIF:2967', 'Synodontidae')"
"class_tuple_Count_('GBIF:183', 'Dothideomycetes')",0.0002697216735843134,83,"('GBIF:183', 'Dothideomycetes')",class,0.0,-0.25,0.0,0.25,"class_tuple_Count_('GBIF:183', 'Dothideomycetes')"
"genus_tuple_Count_('GBIF:1311334', 'Vespa')",0.0002663574806675077,1826,"('GBIF:1311334', 'Vespa')",genus,1.0,-0.75,1.0,0.75,"genus_tuple_Count_('GBIF:1311334', 'Vespa')"
"family_tuple_Count_('GBIF:3417', 'Lycosidae')",0.0002660834435224122,721,"('GBIF:3417', 'Lycosidae')",family,0.2,-0.6,0.2,0.6,"family_tuple_Count_('GBIF:3417', 'Lycosidae')"
"genus_tuple_Count_('GBIF:2228004', 'Euphausia')",0.0002659657880855342,2585,"('GBIF:2228004', 'Euphausia')",genus,0.6428571428571429,-0.928571429,0.6428571428571429,0.9285714285714286,"genus_tuple_Count_('GBIF:2228004', 'Euphausia')"
BERTopics_B42,0.0002628805047442016,7869,B42,tdt_bt,-0.230769231,-0.538461538,0.2307692307692307,0.5384615384615384,BERTopics_B42
"order_tuple_Count_('GBIF:679', 'Calanoida')",0.0002594209707714736,202,"('GBIF:679', 'Calanoida')",order,-0.666666667,-0.5,0.6666666666666666,0.5,"order_tuple_Count_('GBIF:679', 'Calanoida')"
"family_tuple_Count_('GBIF:5313', 'Balaenopteridae')",0.0002581412981449946,689,"('GBIF:5313', 'Balaenopteridae')",family,0.1428571428571428,-0.928571429,0.1428571428571428,0.9285714285714286,"family_tuple_Count_('GBIF:5313', 'Balaenopteridae')"
"genus_tuple_Count_('GBIF:2481608', 'Stercorarius')",0.0002576629228740353,1690,"('GBIF:2481608', 'Stercorarius')",genus,0.25,-1.0,0.25,1.0,"genus_tuple_Count_('GBIF:2481608', 'Stercorarius')"
"order_tuple_Count_('GBIF:1231', 'Amphipoda')",0.0002569702112029757,172,"('GBIF:1231', 'Amphipoda')",order,-0.444444444,-1.0,0.4444444444444444,1.0,"order_tuple_Count_('GBIF:1231', 'Amphipoda')"
"family_tuple_Count_('GBIF:6701', 'Apocynaceae')",0.0002558589080078201,583,"('GBIF:6701', 'Apocynaceae')",family,0.0,-0.25,0.0,0.25,"family_tuple_Count_('GBIF:6701', 'Apocynaceae')"
"family_tuple_Count_('GBIF:8517', 'Chaetodontidae')",0.0002512576316506653,662,"('GBIF:8517', 'Chaetodontidae')",family,0.1,0.066666667,0.1,0.066666667,"family_tuple_Count_('GBIF:8517', 'Chaetodontidae')"
"genus_tuple_Count_('GBIF:2391728', 'Rachycentron')",0.0002504572856101999,1589,"('GBIF:2391728', 'Rachycentron')",genus,0.2727272727272727,-0.045454545,0.2727272727272727,0.0454545454545454,"genus_tuple_Count_('GBIF:2391728', 'Rachycentron')"
"genus_tuple_Count_('GBIF:2400264', 'Aplodinotus')",0.0002494677522376551,1605,"('GBIF:2400264', 'Aplodinotus')",genus,-0.642857143,-0.714285714,0.6428571428571429,0.7142857142857143,"genus_tuple_Count_('GBIF:2400264', 'Aplodinotus')"
"order_tuple_Count_('GBIF:7191147', 'Accipitriformes')",0.0002485951472330313,138,"('GBIF:7191147', 'Accipitriformes')",order,-0.090909091,-0.727272727,0.090909091,0.7272727272727273,"order_tuple_Count_('GBIF:7191147', 'Accipitriformes')"
"genus_tuple_Count_('GBIF:2974751', 'Vicia')",0.000247613700080191,2048,"('GBIF:2974751', 'Vicia')",genus,0.9375,-0.5,0.9375,0.5,"genus_tuple_Count_('GBIF:2974751', 'Vicia')"
"family_tuple_Count_('GBIF:7666', 'Gasterosteidae')",0.0002465250443927835,591,"('GBIF:7666', 'Gasterosteidae')",family,-0.285714286,-0.535714286,0.2857142857142857,0.5357142857142857,"family_tuple_Count_('GBIF:7666', 'Gasterosteidae')"
"order_tuple_Count_('GBIF:496', 'Atheriniformes')",0.0002428078135255392,361,"('GBIF:496', 'Atheriniformes')",order,1.0,-1.0,1.0,1.0,"order_tuple_Count_('GBIF:496', 'Atheriniformes')"
BERTopics_B39,0.0002414920538861489,7849,B39,tdt_bt,-0.233333333,-0.733333333,0.2333333333333333,0.7333333333333333,BERTopics_B39
"genus_tuple_Count_('GBIF:2379265', 'Pomatoschistus')",0.0002396123376100619,1488,"('GBIF:2379265', 'Pomatoschistus')",genus,0.3333333333333333,-0.666666667,0.3333333333333333,0.6666666666666666,"genus_tuple_Count_('GBIF:2379265', 'Pomatoschistus')"
"family_tuple_Count_('GBIF:4253', 'Carangidae')",0.0002394352729715597,372,"('GBIF:4253', 'Carangidae')",family,0.1111111111111111,-0.333333333,0.1111111111111111,0.3333333333333333,"family_tuple_Count_('GBIF:4253', 'Carangidae')"
"order_tuple_Count_('GBIF:643', 'Isopoda')",0.0002380438762003802,215,"('GBIF:643', 'Isopoda')",order,-1.0,-0.583333333,1.0,0.5833333333333334,"order_tuple_Count_('GBIF:643', 'Isopoda')"
"genus_tuple_Count_('GBIF:2481854', 'Phalacrocorax')",0.0002376930881325385,1829,"('GBIF:2481854', 'Phalacrocorax')",genus,0.0,-0.807692308,0.0,0.8076923076923077,"genus_tuple_Count_('GBIF:2481854', 'Phalacrocorax')"
"genus_tuple_Count_('GBIF:2394621', 'Dicentrarchus')",0.0002352050006658252,2223,"('GBIF:2394621', 'Dicentrarchus')",genus,0.0384615384615384,-0.153846154,0.0384615384615384,0.1538461538461538,"genus_tuple_Count_('GBIF:2394621', 'Dicentrarchus')"
BERTopics_B30,0.0002341799598572864,7836,B30,tdt_bt,-0.295454545,-0.113636364,0.2954545454545454,0.1136363636363636,BERTopics_B30
"order_tuple_Count_('GBIF:1052', 'Helotiales')",0.0002336506156432653,204,"('GBIF:1052', 'Helotiales')",order,-0.2,-0.65,0.2,0.65,"order_tuple_Count_('GBIF:1052', 'Helotiales')"
"genus_tuple_Count_('GBIF:7924646', 'Aedes')",0.0002328026940049366,1565,"('GBIF:7924646', 'Aedes')",genus,0.25,0.125,0.25,0.125,"genus_tuple_Count_('GBIF:7924646', 'Aedes')"
"order_tuple_Count_('GBIF:1426', 'Sessilia')",0.000231449648641143,325,"('GBIF:1426', 'Sessilia')",order,-0.5,-0.75,0.5,0.75,"order_tuple_Count_('GBIF:1426', 'Sessilia')"
"order_tuple_Count_('GBIF:576', 'Bacillales')",0.000227486723180838,279,"('GBIF:576', 'Bacillales')",order,-0.5,0.0,0.5,0.0,"order_tuple_Count_('GBIF:576', 'Bacillales')"
"family_tuple_Count_('GBIF:9703', 'Felidae')",0.0002274451000101883,577,"('GBIF:9703', 'Felidae')",family,-0.071428571,-0.303571429,0.071428571,0.3035714285714285,"family_tuple_Count_('GBIF:9703', 'Felidae')"
